Mean_Train,STD_Train,Finish Train,Train Steps,Train Steps STD,Mean_Test,STD_Test,Finish Test,Test Steps,Test Steps STD
-4438.5,6964.469862400563,1.0,279.4017857142857,292.6664501924329,-6322.607142857143,7057.835128621674,1.0,359.1607142857143,296.3672177254882
-4310.089285714285,7160.3447786521365,1.0,273.96875,300.8134565317522,-4162.285714285715,6671.0254023176485,1.0,268.0,280.44320789982214
-5047.205357142857,7254.377160965836,1.0,305.3794642857143,304.5862587881636,-5133.964285714285,7144.126263592565,1.0,308.51785714285717,300.5590024717888
-5609.4375,8189.715350540547,1.0,328.70089285714283,343.63199896617385,-4272.642857142857,6368.866226833951,1.0,272.67857142857144,267.9177717098274
-4769.464285714285,7905.744355856256,1.0,293.45089285714283,331.670147698286,-4412.035714285715,8363.157746851633,1.0,277.8392857142857,351.1327474243545
-4914.5625,7306.576271318445,1.0,299.45982142857144,307.13594621455655,-4199.785714285715,5918.6088819028055,1.0,269.9642857142857,249.08661461755156
-4766.089285714285,7118.5685353186045,1.0,293.3392857142857,299.20125971288206,-3817.9285714285716,7238.204986284195,1.0,253.125,304.1849215820159
-4152.1875,7069.226451710118,1.0,267.45089285714283,297.1636413347798,-3583.3928571428573,6529.593948430296,1.0,243.41071428571428,274.5959874320372
-4205.303571428572,6703.534870871281,1.0,269.67410714285717,281.97119604844136,-5065.714285714285,8711.98891043315,1.0,305.8392857142857,365.373134948845
-5057.089285714285,7982.742011849208,1.0,305.15625,335.1795729480718,-4227.857142857143,5360.276923245436,1.0,271.25,225.8609915412575
-3963.723214285714,6368.727150119982,1.0,259.5669642857143,267.9451652618741,-4639.928571428572,7616.879825795615,1.0,287.9642857142857,319.8465013702284
-5262.428571428572,7327.76921047878,1.0,314.34375,307.72817123502324,-4038.3214285714284,8351.186953933004,1.0,262.39285714285717,350.2977651009122
-4177.821428571428,6762.133824538626,1.0,268.36160714285717,284.441289054254,-4369.821428571428,7742.125864172171,1.0,276.67857142857144,324.72120498881463
-4136.276785714285,6173.217864160447,1.0,266.9419642857143,259.7065157257848,-4495.071428571428,6546.747316299094,1.0,282.23214285714283,275.3194891570407
-4812.803571428572,7581.72166397496,1.0,295.125,318.4708756867954,-6253.285714285715,6708.454212288204,1.0,356.30357142857144,282.11654884125824
-4835.276785714285,7646.474542126565,1.0,295.98214285714283,321.1088206217986,-3271.5,6203.080539423249,1.0,230.17857142857142,261.0790183575283
-4741.151785714285,7081.552774021161,1.0,292.3482142857143,297.6209300982132,-5110.178571428572,6947.56252505444,1.0,307.80357142857144,292.29250391412324
-4370.8125,6592.101131049691,1.0,276.8392857142857,277.10272571645663,-4838.785714285715,8017.94637653176,1.0,296.39285714285717,336.501893359746
-5174.0625,8769.029512174051,1.0,310.32142857142856,367.63302291934593,-3273.214285714286,6726.010701305911,1.0,230.01785714285714,283.0543543884554
-4902.696428571428,7720.748514368934,1.0,299.09375,324.1044462882215,-3410.1428571428573,4918.611706818193,1.0,236.82142857142858,206.9949194634339
-4901.785714285715,7450.488693737492,1.0,299.0044642857143,312.8964841628917,-4128.428571428572,5493.094544377457,1.0,266.69642857142856,231.59223090556455
-3854.1428571428573,6077.659912771208,1.0,254.97767857142858,255.88743416987,-4643.035714285715,7715.742367681724,1.0,287.80357142857144,324.2487151446543
-4864.767857142857,7901.066721586829,1.0,297.33482142857144,331.6835430286518,-3282.1071428571427,5251.231997209837,1.0,231.08928571428572,221.3256550865484
-5052.857142857143,7377.46600037809,1.0,305.2232142857143,309.9640592593366,-4189.928571428572,6437.648516614539,1.0,268.82142857142856,271.2982746471688
-4217.785714285715,6857.295282904097,1.0,270.3169642857143,288.1160983714455,-3539.6785714285716,5976.27338226263,1.0,241.96428571428572,251.17487962187067
-5349.0,8214.54626170638,1.0,317.59375,344.83397940718464,-3031.714285714286,4903.386984357583,1.0,220.21428571428572,207.32623656292742
-3797.1964285714284,7154.858219418974,1.0,252.52232142857142,300.44409011905714,-3976.0714285714284,6603.096783915491,1.0,259.82142857142856,278.15573150555025
-4197.267857142857,6724.742023705847,1.0,269.27232142857144,282.8151875436064,-5773.071428571428,7552.148397871257,1.0,335.44642857142856,317.59536923367364
-4319.008928571428,7626.797532848445,1.0,274.39285714285717,320.1075811667199,-5008.821428571428,5910.323097003191,1.0,303.98214285714283,248.77223454622595
-4306.392857142857,7172.902131530893,1.0,273.98660714285717,301.36080475413513,-3567.75,4681.6076308174925,1.0,243.71428571428572,197.46425664676943
-4463.25,7320.351372933835,1.0,280.6875,307.249027408957,-4096.714285714285,7395.242944223106,1.0,265.14285714285717,310.55948524807775
-5158.446428571428,7599.816967766966,1.0,309.74107142857144,319.2161785847964,-4684.285714285715,5892.725593336869,1.0,290.35714285714283,247.94371686875607
-4570.178571428572,7600.481575689659,1.0,284.80357142857144,319.2145169699958,-6009.964285714285,7289.205007514991,1.0,345.64285714285717,306.23732793441127
-3770.9464285714284,6604.717080346123,1.0,251.26339285714286,277.86519936303637,-5417.142857142857,7980.378731230589,1.0,321.0357142857143,334.55065622657605
-4381.553571428572,6074.653944933944,1.0,277.13839285714283,255.98254953970135,-4234.071428571428,5452.525390840019,1.0,271.4642857142857,229.720557283791
-4818.696428571428,6942.372153819622,1.0,295.41517857142856,291.7590767684081,-4208.357142857143,6394.068290300034,1.0,269.9642857142857,269.06816477598824
-4608.616071428572,7139.971240620271,1.0,286.88839285714283,299.82629055526695,-5604.321428571428,7344.90623082016,1.0,328.89285714285717,308.24669379361376
-4440.508928571428,7628.023384786445,1.0,279.5982142857143,320.11252094886856,-4185.0,7442.989549137593,1.0,268.6607142857143,312.8052952594424
-4855.6875,7008.132359637687,1.0,297.11607142857144,294.60737326918064,-4277.035714285715,6809.261455558382,1.0,272.1607142857143,286.71388032482554
-4846.178571428572,7531.232824775063,1.0,296.54464285714283,316.2381389190989,-4444.392857142857,7157.240843266378,1.0,280.0,300.4264231293341
-4328.142857142857,7240.744196234675,1.0,274.78125,304.1136585670051,-4664.357142857143,8665.965943251325,1.0,288.6607142857143,363.5197124143002
-4265.330357142857,7345.567040117745,1.0,272.25,308.4026241318782,-4837.071428571428,6211.3204711154585,1.0,296.875,261.27326024271434
-4620.9375,7295.312521188385,1.0,287.2544642857143,306.4510163574249,-4340.785714285715,7679.799101525763,1.0,274.94642857142856,322.7010679761677
-4149.053571428572,7101.901196459506,1.0,267.1875,298.47070121974645,-4608.0,7268.754314579238,1.0,286.82142857142856,305.248499887671
-5820.267857142857,8119.855461396271,1.0,337.5044642857143,340.84197215142115,-4690.714285714285,9496.731982473695,1.0,289.51785714285717,398.1820738893663
-4757.142857142857,7243.149735214281,1.0,292.95535714285717,304.2694966283079,-4203.321428571428,6256.576874169929,1.0,269.51785714285717,263.66056310769216
-4159.741071428572,8267.770317458131,1.0,267.4642857142857,346.75661566897907,-3921.8571428571427,5914.689846440964,1.0,258.125,248.74334610626846
-3830.7589285714284,6411.303517930455,1.0,253.96875,269.6045283410665,-5029.714285714285,5798.1453121859995,1.0,304.85714285714283,244.08995916109558
-4248.053571428572,7047.085499186482,1.0,271.42410714285717,296.18749121892364,-5116.5,7365.774726492019,1.0,308.39285714285717,309.2547307971346
-3398.625,5524.721861332866,1.0,236.07142857142858,232.58246288320262,-3809.25,5270.001173251429,1.0,253.69642857142858,221.81643952689296
-4212.321428571428,6232.650350908807,1.0,270.20982142857144,262.10573400136957,-3977.464285714286,7586.985364905874,1.0,259.76785714285717,318.74687623519367
-4554.241071428572,6853.467482316543,1.0,284.38839285714283,288.21893967382294,-5019.321428571428,7720.256040135917,1.0,303.73214285714283,324.27438178357914
-4605.0,7067.9909046752055,1.0,286.4955357142857,296.8535292652136,-3550.0714285714284,4609.608272236307,1.0,242.76785714285714,194.76377551421368
-4190.651785714285,7059.763064126441,1.0,268.9642857142857,296.663663230994,-5094.535714285715,7765.713705504945,1.0,307.1607142857143,325.8741966281792
-4329.803571428572,6871.47151250226,1.0,274.83482142857144,288.9065507001669,-4626.75,7157.505227406903,1.0,287.64285714285717,300.59604054584076
-4721.678571428572,6793.007907576582,1.0,291.6830357142857,285.4936083811662,-3987.75,6069.4634625487515,1.0,261.14285714285717,255.0934302628457
-4652.4375,7886.8976454185095,1.0,288.5044642857143,330.94096093250124,-3110.6785714285716,5062.426116240903,1.0,224.23214285714286,213.1821815684071
-4433.625,6653.706523602626,1.0,279.33035714285717,279.90261024381505,-5821.071428571428,7178.419364061042,1.0,338.05357142857144,301.46099129565533
-4697.919642857143,7446.516216419586,1.0,290.2767857142857,312.78026603070697,-4054.0714285714284,6458.1562490973465,1.0,263.60714285714283,271.58658699334524
-4145.892857142857,6698.640967386517,1.0,267.22767857142856,281.6556708331436,-3240.1071428571427,4329.260831327129,1.0,229.58928571428572,183.28566470186388
-3744.026785714286,5503.016842994625,1.0,250.45982142857142,232.0589099159881,-3190.5,5510.199053314032,1.0,227.42857142857142,231.93463188878832
-4389.669642857143,7206.81939565426,1.0,277.4732142857143,302.7476689724296,-3918.964285714286,4946.035396313054,1.0,258.17857142857144,208.4793675251186
-4849.017857142857,8501.116418260839,1.0,296.5357142857143,356.6208703273845,-4149.0,7395.28260833505,1.0,266.5,311.3079550174439
