Mean_Train,STD_Train,Finish Train,Mean_Test,STD_Test,Finish Test
-3.239795918367347,45.24128789690448,0.0,0.0,0.0,0.0
2.4285714285714284,33.913154392010284,0.0,0.0,0.0,0.0
-2.9030612244897958,40.53904380053331,0.0,0.0,0.0,0.0
-3.63265306122449,50.72723934267084,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
0.5204081632653061,7.26710451257363,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.576530612244898,49.94353199327565,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-1.9489795918367347,27.216018860814962,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-2.7346938775510203,38.18792175234771,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-2.6785714285714284,37.40421440295254,0.0,0.0,0.0,0.0
-0.826530612244898,11.54187187291106,0.0,0.0,0.0,0.0
-3.688775510204082,51.51094669206603,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
2.933673469387755,40.96652053656704,0.0,0.0,0.0,0.0
-0.9387755102040817,13.109286571701455,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.576530612244898,49.94353199327565,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-2.3979591836734695,33.48567765597653,0.0,0.0,0.0,0.0
-3.7448979591836733,52.29465404146122,0.0,0.0,0.0,0.0
-3.688775510204082,51.51094669206603,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-1.6122448979591837,22.513774764443806,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.4081632653061225,47.59240994509006,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-1.7244897959183674,24.08118946323419,0.0,0.0,0.0,0.0
0.07142857142857142,0.9974457174120671,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.63265306122449,50.72723934267084,0.0,0.0,0.0,0.0
-0.6581632653061225,9.19074982472548,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
2.260204081632653,31.562032343824697,0.0,0.0,0.0,0.0
-3.913265306122449,54.64577608964683,0.0,0.0,0.0,0.0
-0.826530612244898,11.54187187291106,0.0,0.0,0.0,0.0
-2.454081632653061,34.26938500537174,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-1.3877551020408163,19.37894536686303,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
0.23979591836734693,3.3485677655976556,0.0,0.0,0.0,0.0
-3.0714285714285716,42.8901658487189,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-1.5561224489795917,21.73006741504861,0.0,0.0,0.0,0.0
-3.239795918367347,45.24128789690448,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.9693877551020407,55.42948343904205,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.63265306122449,50.72723934267084,0.0,0.0,0.0,0.0
-2.6785714285714284,37.40421440295254,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.9693877551020407,55.42948343904205,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.520408163265306,49.15982464388046,0.0,0.0,0.0,0.0
-2.3979591836734695,33.48567765597653,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.025510204081633,56.21319078843721,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.239795918367347,45.24128789690448,0.0,0.0,0.0,0.0
-1.163265306122449,16.244115969282234,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.4642857142857144,48.376117294485255,0.0,0.0,0.0,0.0
-3.913265306122449,54.64577608964683,0.0,0.0,0.0,0.0
-1.2755102040816326,17.81153066807263,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.688775510204082,51.51094669206603,0.0,0.0,0.0,0.0
-2.9591836734693877,41.322751149928514,0.0,0.0,0.0,0.0
-0.5459183673469388,7.623335125935088,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
3.2142857142857144,44.88505728354304,0.0,0.0,0.0,0.0
0.29591836734693877,4.132275114992851,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-1.836734693877551,25.648604162024583,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
1.1938775510204083,16.671592705315984,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.183673469387755,44.457580547509295,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.7448979591836733,52.29465404146122,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-1.163265306122449,16.244115969282234,0.0,0.0,0.0,0.0
-1.0510204081632653,14.676701270491847,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-0.32142857142857145,4.488505728354302,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.857142857142857,53.8620687402516,0.0,0.0,0.0,0.0
2.989795918367347,41.750227885962246,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.3520408163265305,46.808702595694875,0.0,0.0,0.0,0.0
-4.025510204081633,56.21319078843721,0.0,0.0,0.0,0.0
-3.4642857142857144,48.376117294485255,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-0.15306122448979592,2.1373836801687163,0.0,0.0,0.0,0.0
-3.913265306122449,54.64577608964683,0.0,0.0,0.0,0.0
-2.229591836734694,31.134555607790947,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-2.173469387755102,30.35084825839575,0.0,0.0,0.0,0.0
1.0816326530612246,15.104178006525592,0.0,0.0,0.0,0.0
-0.37755102040816324,5.2722130777495,0.0,0.0,0.0,0.0
-4.025510204081633,56.21319078843721,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-1.4438775510204083,20.16265271625822,0.0,0.0,0.0,0.0
-1.0510204081632653,14.676701270491847,0.0,0.0,0.0,0.0
-1.5,20.946360065653412,0.0,0.0,0.0,0.0
-1.8928571428571428,26.43231151141977,0.0,0.0,0.0,0.0
-0.9948979591836735,13.892993921096652,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
1.6428571428571428,22.94125150047754,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.0153061224489797,42.106458499323686,0.0,0.0,0.0,0.0
-3.0153061224489797,42.106458499323686,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-2.9591836734693877,41.322751149928514,0.0,0.0,0.0,0.0
-3.0714285714285716,42.8901658487189,0.0,0.0,0.0,0.0
-1.6683673469387754,23.297482113839003,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
5.178571428571429,72.31481451237488,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-3.913265306122449,54.64577608964683,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
8.489795918367347,118.55354812669138,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-0.2653061224489796,3.7047983789591057,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-4.081632653061225,56.99689813783244,0.0,0.0,0.0,0.0
-2.6785714285714284,37.40421440295254,0.0,0.0,0.0,0.0
-2.2857142857142856,31.918262957186148,0.0,0.0,0.0,0.0
-3.3520408163265305,46.808702595694875,0.0,0.0,0.0,0.0
-3.9693877551020407,55.42948343904205,0.0,0.0,0.0,0.0
-1.780612244897959,24.864896812629393,0.0,0.0,0.0,0.0
